customer_id,home_location,typical_amount,daily_frequency,preferred_merchants
C0438,Pune,1486.08,2,"['Burger King', 'Max']"
C0439,Kolkata,3864.81,5,"['Spar', 'Big Chill']"
C0440,Kolkata,3908.08,6,"['H&M', 'Myntra']"
C0441,Mumbai,2864.78,5,"['Spar', 'Reliance']"
C0442,Mumbai,777.91,5,"['Flipkart', 'H&M']"
C0443,Goa,1240.42,5,"['Burger King', 'Reliance']"
C0444,Pune,3726.13,4,"['Reliance', 'Flipkart']"
C0445,Kolkata,4139.11,4,"['Max', 'Flipkart']"
C0446,Chennai,2555.59,1,"['Flipkart', 'Burger King']"
C0447,Bengaluru,3754.76,4,"['Zara', 'Amazon']"
C0448,Pune,3102.4,1,"['Big Chill', 'Spar']"
C0449,Mumbai,2935.24,1,"['Reliance', 'Burger King']"
C0450,Delhi,1791.91,2,"['Max', 'Big Chill']"
C0451,Hyderabad,4967.85,4,"['Burger King', 'Big Chill']"
C0452,Chennai,861.12,6,"['Flipkart', 'Max']"
C0453,Hyderabad,1033.85,5,"['Big Chill', 'Flipkart']"
C0454,Goa,3775.36,2,"['Amazon', 'Myntra']"
C0455,Bengaluru,2583.52,6,"['Flipkart', 'Big Chill']"
C0456,Chennai,4205.12,2,"['Burger King', 'Spar']"
C0457,Goa,1740.42,6,"['Reliance', 'Amazon']"
C0458,Chennai,3267.15,1,"['H&M', 'Myntra']"
C0459,Mumbai,954.04,1,"['Burger King', 'Amazon']"
C0460,Pune,3832.43,4,"['Burger King', 'H&M']"
C0461,Pune,3894.74,1,"['Max', 'Flipkart']"
C0462,Bengaluru,1553.73,6,"['Myntra', 'Spar']"
C0463,Hyderabad,1566.07,2,"['Flipkart', 'H&M']"
C0464,Chennai,1852.25,1,"['Flipkart', 'Max']"
C0465,Chennai,3001.33,1,"['Spar', 'Big Chill']"
C0466,Hyderabad,3633.39,4,"['Max', 'Zara']"
C0467,Chennai,1327.46,5,"['Burger King', 'H&M']"
C0468,Pune,1853.31,6,"['Max', 'Burger King']"
C0469,Delhi,3030.74,4,"['Flipkart', 'Myntra']"
C0470,Goa,2247.89,3,"['H&M', 'Spar']"
C0471,Mumbai,4650.02,3,"['Reliance', 'Flipkart']"
C0472,Pune,731.91,4,"['Myntra', 'Amazon']"
C0473,Mumbai,1346.73,5,"['Flipkart', 'H&M']"
C0474,Kolkata,1440.0,3,"['Zara', 'Amazon']"
C0475,Pune,4717.22,6,"['Reliance', 'Burger King']"
C0476,Pune,3630.32,6,"['H&M', 'Big Chill']"
C0477,Pune,2984.36,3,"['Big Chill', 'Burger King']"
C0478,Hyderabad,1887.9,3,"['Flipkart', 'Burger King']"
C0479,Kolkata,943.74,6,"['Burger King', 'Spar']"
C0480,Pune,2168.17,4,"['Amazon', 'H&M']"
C0481,Goa,572.99,5,"['Myntra', 'Big Chill']"
C0482,Bengaluru,1185.85,3,"['H&M', 'Big Chill']"
C0483,Pune,2746.86,6,"['Spar', 'Zara']"
C0484,Kolkata,4849.29,6,"['Burger King', 'Myntra']"
C0485,Goa,3797.48,3,"['Max', 'Myntra']"
C0486,Kolkata,1328.21,5,"['Amazon', 'Flipkart']"
C0487,Delhi,4275.81,1,"['Amazon', 'Myntra']"
C0488,Chennai,1118.71,6,"['H&M', 'Reliance']"
C0489,Goa,541.14,5,"['Burger King', 'Spar']"
C0490,Delhi,3280.26,6,"['Myntra', 'Burger King']"
C0491,Kolkata,570.79,5,"['Flipkart', 'Big Chill']"
C0492,Delhi,575.27,6,"['Zara', 'Flipkart']"
C0493,Bengaluru,577.14,6,"['Big Chill', 'Max']"
C0494,Mumbai,4631.22,5,"['Max', 'H&M']"
C0495,Pune,3289.01,3,"['Spar', 'Zara']"
C0496,Chennai,855.59,4,"['Burger King', 'H&M']"
C0497,Pune,1849.89,1,"['Amazon', 'Reliance']"
C0498,Chennai,2206.69,5,"['Burger King', 'Amazon']"
C0499,Delhi,3662.8,1,"['Burger King', 'Big Chill']"
C0500,Hyderabad,3046.35,1,"['Flipkart', 'Amazon']"
C0501,Pune,1451.38,6,"['Myntra', 'Burger King']"
C0502,Bengaluru,709.53,1,"['Zara', 'Flipkart']"
C0503,Delhi,1307.1,3,"['Amazon', 'H&M']"
C0504,Goa,3885.15,6,"['Big Chill', 'Reliance']"
C0505,Bengaluru,1231.03,2,"['Myntra', 'Big Chill']"
C0506,Hyderabad,2227.31,6,"['Max', 'Reliance']"
C0507,Hyderabad,741.63,4,"['H&M', 'Reliance']"
C0508,Hyderabad,3223.26,5,"['Myntra', 'Big Chill']"
C0509,Hyderabad,633.32,3,"['Burger King', 'Myntra']"
C0510,Pune,2101.15,4,"['Big Chill', 'Max']"
C0511,Chennai,885.62,5,"['Zara', 'H&M']"
C0512,Mumbai,869.17,2,"['Big Chill', 'Max']"
C0513,Chennai,1925.05,1,"['Reliance', 'Amazon']"
C0514,Bengaluru,2501.31,3,"['Reliance', 'Max']"
C0515,Mumbai,1343.26,4,"['Flipkart', 'Myntra']"
C0516,Chennai,964.82,1,"['Spar', 'Flipkart']"
C0517,Mumbai,3186.16,3,"['Big Chill', 'Amazon']"
C0518,Bengaluru,2362.15,1,"['Flipkart', 'H&M']"
C0519,Goa,3583.92,2,"['Max', 'Zara']"
C0520,Bengaluru,1707.83,2,"['Reliance', 'Max']"
C0521,Chennai,1741.83,3,"['Burger King', 'Reliance']"
C0522,Hyderabad,1632.65,2,"['Burger King', 'H&M']"
C0523,Kolkata,981.38,3,"['Amazon', 'Big Chill']"
C0524,Hyderabad,4287.26,4,"['Spar', 'Burger King']"
C0525,Hyderabad,2437.77,6,"['Myntra', 'Max']"
C0526,Bengaluru,1942.99,6,"['H&M', 'Burger King']"
C0527,Hyderabad,1299.37,4,"['Spar', 'Zara']"
C0528,Kolkata,4854.93,2,"['Spar', 'Big Chill']"
C0529,Bengaluru,4174.23,4,"['Spar', 'Reliance']"
C0530,Pune,3165.02,5,"['Max', 'Flipkart']"
C0531,Delhi,4788.52,4,"['H&M', 'Burger King']"
C0532,Bengaluru,4240.77,1,"['Big Chill', 'Burger King']"
C0533,Goa,3350.01,2,"['Zara', 'Max']"
C0534,Chennai,4050.85,1,"['Burger King', 'Myntra']"
C0535,Chennai,2904.65,6,"['Big Chill', 'Flipkart']"
C0536,Delhi,4058.24,3,"['Flipkart', 'Reliance']"
C0537,Mumbai,3960.29,6,"['Spar', 'Max']"
C0538,Delhi,3034.49,6,"['Big Chill', 'Spar']"
C0539,Chennai,976.75,1,"['Zara', 'H&M']"
C0540,Pune,2506.0,4,"['Burger King', 'Flipkart']"
C0541,Goa,2052.35,1,"['Burger King', 'Reliance']"
C0542,Bengaluru,2371.89,1,"['Reliance', 'Max']"
C0543,Hyderabad,1903.51,4,"['H&M', 'Flipkart']"
C0544,Kolkata,2067.35,1,"['Burger King', 'Myntra']"
C0545,Hyderabad,802.28,1,"['Reliance', 'Amazon']"
C0546,Hyderabad,3415.86,6,"['Max', 'H&M']"
C0547,Goa,2983.6,3,"['Flipkart', 'Big Chill']"
C0548,Kolkata,1543.35,4,"['Max', 'Myntra']"
C0549,Chennai,2280.12,6,"['Myntra', 'H&M']"
C0550,Kolkata,3164.91,4,"['Amazon', 'H&M']"
C0551,Pune,1752.55,6,"['Reliance', 'Myntra']"
C0552,Goa,2146.07,2,"['Burger King', 'Reliance']"
C0553,Bengaluru,3518.16,4,"['Flipkart', 'Spar']"
C0554,Chennai,3250.89,5,"['Reliance', 'Spar']"
C0555,Hyderabad,4304.83,5,"['Max', 'Zara']"
C0556,Mumbai,3524.5,3,"['Reliance', 'H&M']"
C0557,Bengaluru,1026.27,3,"['Max', 'Flipkart']"
C0558,Chennai,2382.08,2,"['Myntra', 'Big Chill']"
C0559,Chennai,1335.89,6,"['Flipkart', 'Max']"
C0560,Goa,2703.39,2,"['Max', 'Spar']"
C0561,Kolkata,3287.34,3,"['Amazon', 'Burger King']"
C0562,Goa,1378.08,4,"['Flipkart', 'Myntra']"
C0563,Kolkata,2341.1,4,"['Big Chill', 'Burger King']"
C0564,Kolkata,1252.64,5,"['Amazon', 'H&M']"
C0565,Bengaluru,647.13,2,"['Flipkart', 'Zara']"
C0566,Goa,4013.33,5,"['Burger King', 'Flipkart']"
C0567,Mumbai,3077.21,3,"['Flipkart', 'Spar']"
C0568,Delhi,3920.02,4,"['Flipkart', 'H&M']"
C0569,Chennai,960.87,6,"['H&M', 'Zara']"
C0570,Delhi,2523.8,3,"['Reliance', 'Burger King']"
C0571,Mumbai,3990.34,2,"['H&M', 'Spar']"
C0572,Chennai,1246.92,2,"['H&M', 'Myntra']"
C0573,Delhi,3065.33,5,"['Zara', 'Flipkart']"
C0574,Goa,1956.44,6,"['Zara', 'Myntra']"
C0575,Bengaluru,4785.79,5,"['Reliance', 'Max']"
C0576,Chennai,4634.46,3,"['Max', 'Myntra']"
C0577,Pune,1158.1,3,"['H&M', 'Big Chill']"
C0578,Kolkata,1139.77,6,"['Zara', 'Big Chill']"
C0579,Chennai,2533.96,6,"['Reliance', 'Big Chill']"
C0580,Bengaluru,3626.17,3,"['Burger King', 'Myntra']"
C0581,Hyderabad,3118.8,6,"['Reliance', 'Burger King']"
C0582,Hyderabad,4325.48,5,"['Big Chill', 'H&M']"
C0583,Chennai,4211.81,4,"['Zara', 'Spar']"
C0584,Bengaluru,2019.9,5,"['Max', 'Burger King']"
C0585,Hyderabad,4523.7,1,"['Amazon', 'Reliance']"
C0586,Kolkata,573.27,2,"['Burger King', 'Myntra']"
C0587,Delhi,4963.27,4,"['H&M', 'Max']"
C0588,Bengaluru,1215.4,3,"['Reliance', 'Spar']"
C0589,Bengaluru,870.89,6,"['Max', 'Amazon']"
C0590,Chennai,3315.22,6,"['H&M', 'Big Chill']"
C0591,Mumbai,3666.64,1,"['H&M', 'Burger King']"
C0592,Mumbai,1097.15,2,"['Flipkart', 'Burger King']"
C0593,Delhi,536.28,3,"['Reliance', 'Big Chill']"
C0594,Goa,2649.65,2,"['Big Chill', 'Reliance']"
C0595,Mumbai,964.41,3,"['Zara', 'Max']"
C0596,Chennai,3980.57,2,"['Max', 'Reliance']"
C0597,Delhi,3246.44,2,"['Burger King', 'Spar']"
C0598,Pune,3326.36,2,"['Big Chill', 'Burger King']"
C0599,Pune,890.1,1,"['Max', 'Reliance']"
C0600,Chennai,2081.91,4,"['Spar', 'Max']"
C0601,Pune,1746.35,1,"['H&M', 'Flipkart']"
C0602,Bengaluru,4005.36,6,"['Amazon', 'Zara']"
C0603,Pune,2829.87,5,"['H&M', 'Big Chill']"
C0604,Bengaluru,3407.76,2,"['Burger King', 'Big Chill']"
C0605,Mumbai,1584.87,6,"['Myntra', 'Reliance']"
C0606,Delhi,4940.97,3,"['Max', 'Big Chill']"
C0607,Chennai,2144.36,6,"['Max', 'Burger King']"
C0608,Mumbai,575.1,1,"['Amazon', 'Zara']"
C0609,Pune,679.22,1,"['Big Chill', 'Flipkart']"
C0610,Bengaluru,3328.57,5,"['Big Chill', 'Myntra']"
C0611,Chennai,870.93,5,"['Flipkart', 'Max']"
C0612,Bengaluru,876.19,1,"['Flipkart', 'H&M']"
C0613,Goa,2913.76,4,"['Myntra', 'Reliance']"
C0614,Bengaluru,3644.04,6,"['H&M', 'Amazon']"
C0615,Pune,887.96,4,"['Reliance', 'Burger King']"
C0616,Delhi,1891.81,6,"['Max', 'Reliance']"
C0617,Delhi,3685.55,6,"['Amazon', 'Max']"
C0618,Kolkata,4788.57,5,"['Flipkart', 'Zara']"
C0619,Goa,2173.41,6,"['Zara', 'Reliance']"
C0620,Delhi,2007.55,4,"['Zara', 'Flipkart']"
C0621,Mumbai,1683.27,5,"['Reliance', 'Burger King']"
C0622,Kolkata,2798.52,1,"['Burger King', 'Max']"
C0623,Hyderabad,1207.89,1,"['Myntra', 'Reliance']"
C0624,Pune,3833.51,1,"['Amazon', 'Myntra']"
C0625,Pune,706.92,3,"['Big Chill', 'Max']"
C0626,Goa,4690.22,1,"['Flipkart', 'Big Chill']"
C0627,Pune,1948.11,4,"['Spar', 'Zara']"
C0628,Mumbai,3071.91,1,"['Flipkart', 'Amazon']"
C0629,Goa,1504.33,5,"['Amazon', 'Big Chill']"
C0630,Mumbai,4446.46,3,"['Zara', 'Spar']"
C0631,Mumbai,2988.91,1,"['Spar', 'H&M']"
C0632,Bengaluru,3037.13,3,"['Myntra', 'H&M']"
C0633,Kolkata,2157.23,4,"['H&M', 'Flipkart']"
C0634,Pune,1177.55,4,"['Amazon', 'H&M']"
C0635,Hyderabad,3361.74,6,"['Amazon', 'Spar']"
C0636,Delhi,3915.18,4,"['Zara', 'Reliance']"
C0637,Pune,2884.17,2,"['Big Chill', 'Burger King']"
C0638,Delhi,4876.52,2,"['Zara', 'Reliance']"
C0639,Delhi,4645.73,5,"['Big Chill', 'Spar']"
C0640,Kolkata,4885.5,1,"['Myntra', 'Reliance']"
C0641,Goa,3367.47,4,"['Reliance', 'Amazon']"
C0642,Chennai,3481.0,2,"['H&M', 'Zara']"
C0643,Bengaluru,4329.11,4,"['Spar', 'Myntra']"
C0644,Kolkata,1723.8,1,"['H&M', 'Max']"
C0645,Mumbai,1199.35,2,"['Burger King', 'Myntra']"
C0646,Hyderabad,2329.31,5,"['Spar', 'H&M']"
C0647,Kolkata,1887.38,3,"['Reliance', 'Myntra']"
C0648,Goa,4134.19,3,"['Myntra', 'Amazon']"
C0649,Pune,4261.66,3,"['Max', 'Reliance']"
C0650,Pune,4857.8,4,"['Flipkart', 'Amazon']"
C0651,Bengaluru,1670.75,2,"['Amazon', 'Big Chill']"
C0652,Kolkata,3001.79,5,"['H&M', 'Reliance']"
C0653,Kolkata,958.58,2,"['Reliance', 'Amazon']"
C0654,Delhi,4236.68,2,"['Max', 'H&M']"
C0655,Chennai,2175.08,6,"['Reliance', 'Zara']"
C0656,Mumbai,598.1,1,"['H&M', 'Burger King']"
C0657,Goa,913.9,3,"['Reliance', 'Amazon']"
C0658,Kolkata,727.87,5,"['Big Chill', 'Myntra']"
C0659,Kolkata,632.67,6,"['Big Chill', 'Max']"
C0660,Hyderabad,1466.22,2,"['Zara', 'Myntra']"
C0661,Kolkata,4475.41,1,"['Myntra', 'H&M']"
C0662,Bengaluru,2745.01,5,"['Burger King', 'Amazon']"
C0663,Mumbai,1758.99,2,"['Big Chill', 'H&M']"
C0664,Pune,3338.39,5,"['Amazon', 'Big Chill']"
C0665,Hyderabad,2658.58,4,"['Spar', 'Flipkart']"
C0666,Hyderabad,2247.72,2,"['Amazon', 'Spar']"
C0667,Pune,631.87,3,"['Amazon', 'Burger King']"
C0668,Hyderabad,3950.79,2,"['Max', 'Reliance']"
C0669,Pune,3455.89,3,"['Flipkart', 'Amazon']"
C0670,Pune,3090.61,4,"['Spar', 'Max']"
C0671,Goa,1564.48,3,"['Spar', 'Amazon']"
C0672,Hyderabad,4764.01,5,"['Max', 'H&M']"
C0673,Kolkata,2939.56,2,"['Burger King', 'Amazon']"
C0674,Mumbai,752.76,5,"['H&M', 'Amazon']"
C0675,Kolkata,503.08,5,"['H&M', 'Max']"
C0676,Hyderabad,3726.22,3,"['Amazon', 'Myntra']"
C0677,Goa,3139.74,2,"['Reliance', 'Flipkart']"
C0678,Hyderabad,4822.51,3,"['Big Chill', 'Reliance']"
C0679,Hyderabad,1857.94,2,"['Max', 'Big Chill']"
C0680,Kolkata,3421.31,2,"['Flipkart', 'Spar']"
C0681,Pune,3494.89,2,"['Big Chill', 'Zara']"
C0682,Bengaluru,1073.07,6,"['Amazon', 'Big Chill']"
C0683,Delhi,1319.37,3,"['Myntra', 'H&M']"
C0684,Mumbai,4715.1,2,"['Spar', 'Reliance']"
C0685,Pune,2060.65,3,"['Max', 'Reliance']"
C0686,Hyderabad,2509.83,3,"['H&M', 'Myntra']"
C0687,Mumbai,2077.17,1,"['Amazon', 'Myntra']"
C0688,Chennai,2471.99,4,"['Max', 'Big Chill']"
C0689,Kolkata,4467.97,3,"['Flipkart', 'Big Chill']"
C0690,Mumbai,4229.63,5,"['H&M', 'Max']"
C0691,Kolkata,831.69,1,"['Zara', 'Amazon']"
C0692,Hyderabad,1675.07,1,"['Reliance', 'Spar']"
C0693,Goa,4495.69,2,"['Reliance', 'Flipkart']"
C0694,Mumbai,2020.78,5,"['Burger King', 'Amazon']"
C0695,Chennai,4740.99,2,"['Myntra', 'Big Chill']"
C0696,Goa,741.0,3,"['H&M', 'Myntra']"
C0697,Chennai,3637.39,6,"['Flipkart', 'Zara']"
C0698,Bengaluru,1838.3,1,"['Amazon', 'Big Chill']"
C0699,Kolkata,1191.15,3,"['Amazon', 'Big Chill']"
C0700,Mumbai,1825.47,6,"['Myntra', 'Burger King']"
C0701,Pune,936.44,2,"['Max', 'Zara']"
C0702,Mumbai,2631.07,1,"['Zara', 'Big Chill']"
C0703,Kolkata,2700.94,6,"['Zara', 'Reliance']"
C0704,Chennai,1331.97,4,"['Spar', 'Max']"
C0705,Kolkata,700.78,4,"['Burger King', 'Zara']"
C0706,Pune,4266.85,5,"['Amazon', 'Max']"
C0707,Mumbai,885.68,3,"['Flipkart', 'Big Chill']"
C0708,Pune,2991.21,4,"['Flipkart', 'Big Chill']"
C0709,Kolkata,3077.21,2,"['Burger King', 'Zara']"
C0710,Mumbai,2276.62,6,"['Amazon', 'Flipkart']"
C0711,Goa,1041.27,4,"['Max', 'Myntra']"
C0712,Pune,4138.07,2,"['Amazon', 'Big Chill']"
C0713,Mumbai,4947.26,4,"['H&M', 'Max']"
C0714,Bengaluru,1938.87,6,"['Reliance', 'Myntra']"
C0715,Chennai,3003.64,5,"['Spar', 'Zara']"
C0716,Kolkata,4627.23,1,"['Myntra', 'Flipkart']"
C0717,Chennai,1006.33,2,"['Max', 'Reliance']"
C0718,Mumbai,3032.08,1,"['Zara', 'Flipkart']"
C0719,Hyderabad,4450.52,3,"['Big Chill', 'Burger King']"
C0720,Kolkata,668.6,3,"['Big Chill', 'Max']"
C0721,Chennai,674.52,3,"['H&M', 'Amazon']"
C0722,Kolkata,4643.76,3,"['Amazon', 'Spar']"
C0723,Bengaluru,1899.27,4,"['Reliance', 'H&M']"
C0724,Goa,1852.16,6,"['Burger King', 'Spar']"
C0725,Bengaluru,3779.6,5,"['Reliance', 'H&M']"
C0726,Kolkata,1451.26,4,"['Burger King', 'Flipkart']"
C0727,Hyderabad,4194.58,5,"['Max', 'Reliance']"
C0728,Bengaluru,3693.06,4,"['Max', 'Flipkart']"
C0729,Delhi,1281.82,2,"['Amazon', 'H&M']"
C0730,Delhi,2554.02,3,"['H&M', 'Zara']"
C0731,Hyderabad,4205.78,5,"['Big Chill', 'Reliance']"
C0732,Delhi,1588.72,4,"['Myntra', 'Burger King']"
C0733,Goa,4822.34,4,"['Myntra', 'Flipkart']"
C0734,Hyderabad,2049.12,3,"['Reliance', 'Zara']"
C0735,Delhi,2239.55,2,"['Myntra', 'H&M']"
C0736,Pune,3413.21,6,"['H&M', 'Zara']"
C0737,Chennai,2809.77,6,"['Amazon', 'Burger King']"
C0738,Goa,3413.17,5,"['Amazon', 'H&M']"
C0739,Bengaluru,3237.55,3,"['Zara', 'Big Chill']"
C0740,Chennai,4332.14,4,"['Zara', 'H&M']"
C0741,Kolkata,1859.65,5,"['Myntra', 'Big Chill']"
C0742,Mumbai,533.06,6,"['Spar', 'Flipkart']"
C0743,Bengaluru,1843.14,1,"['Burger King', 'Reliance']"
C0744,Hyderabad,4947.62,6,"['Spar', 'Zara']"
C0745,Bengaluru,3452.54,6,"['Zara', 'H&M']"
C0746,Goa,2827.82,2,"['Amazon', 'Big Chill']"
C0747,Hyderabad,3563.4,6,"['Amazon', 'Burger King']"
C0748,Bengaluru,1667.42,4,"['Big Chill', 'Myntra']"
C0749,Delhi,3123.61,5,"['H&M', 'Spar']"
C0750,Pune,3588.43,6,"['Burger King', 'Spar']"
C0751,Bengaluru,4304.39,6,"['Flipkart', 'Max']"
C0752,Bengaluru,939.21,2,"['Zara', 'Flipkart']"
C0753,Goa,4761.16,3,"['Reliance', 'H&M']"
C0754,Hyderabad,1504.98,3,"['Big Chill', 'Spar']"
C0755,Hyderabad,1672.52,3,"['Burger King', 'Reliance']"
C0756,Kolkata,741.55,6,"['Myntra', 'Reliance']"
C0757,Kolkata,4502.42,5,"['Reliance', 'Big Chill']"
C0758,Bengaluru,2358.98,2,"['Max', 'H&M']"
C0759,Hyderabad,2341.36,5,"['Burger King', 'Max']"
C0760,Hyderabad,4380.77,2,"['Reliance', 'Burger King']"
C0761,Hyderabad,3339.65,2,"['Spar', 'Amazon']"
C0762,Delhi,2534.24,2,"['Max', 'Myntra']"
C0763,Kolkata,4033.45,1,"['Max', 'Big Chill']"
C0764,Chennai,2315.27,4,"['Big Chill', 'Amazon']"
C0765,Delhi,2902.02,6,"['Spar', 'Amazon']"
C0766,Hyderabad,3905.81,5,"['H&M', 'Amazon']"
C0767,Delhi,3320.09,2,"['H&M', 'Spar']"
C0768,Bengaluru,1080.19,4,"['Flipkart', 'Zara']"
C0769,Goa,793.79,1,"['Zara', 'Myntra']"
C0770,Kolkata,3775.24,5,"['Flipkart', 'Spar']"
C0771,Chennai,4495.88,2,"['Spar', 'Burger King']"
C0772,Hyderabad,3875.52,2,"['Big Chill', 'Amazon']"
C0773,Pune,1509.45,2,"['H&M', 'Amazon']"
C0774,Goa,1054.23,6,"['Amazon', 'Big Chill']"
C0775,Bengaluru,3970.62,5,"['Amazon', 'Myntra']"
C0776,Mumbai,3441.05,1,"['Amazon', 'Reliance']"
C0777,Chennai,2499.41,1,"['Flipkart', 'Zara']"
C0778,Kolkata,3658.41,2,"['Amazon', 'Zara']"
C0779,Chennai,3477.49,6,"['Flipkart', 'Zara']"
C0780,Goa,2384.72,1,"['Flipkart', 'Reliance']"
C0781,Bengaluru,1013.06,1,"['Burger King', 'H&M']"
C0782,Pune,4000.82,5,"['H&M', 'Spar']"
C0783,Chennai,1829.08,1,"['Flipkart', 'Burger King']"
C0784,Pune,3596.92,4,"['Spar', 'H&M']"
C0785,Delhi,557.37,1,"['Reliance', 'Burger King']"
C0786,Goa,4772.51,5,"['Reliance', 'Myntra']"
C0787,Bengaluru,3399.52,4,"['Zara', 'Myntra']"
C0788,Kolkata,725.36,2,"['Amazon', 'Zara']"
C0789,Hyderabad,4107.18,3,"['Big Chill', 'Reliance']"
C0790,Mumbai,4330.61,1,"['Amazon', 'Max']"
C0791,Goa,1978.97,4,"['Myntra', 'Zara']"
C0792,Mumbai,2176.8,3,"['Max', 'Reliance']"
C0793,Chennai,2301.13,4,"['Zara', 'Big Chill']"
C0794,Kolkata,4099.55,6,"['Max', 'Reliance']"
C0795,Goa,3632.76,1,"['Max', 'Reliance']"
C0796,Chennai,4600.52,4,"['Myntra', 'Burger King']"
C0797,Goa,3250.95,3,"['Myntra', 'Amazon']"
C0798,Goa,2673.86,4,"['Reliance', 'Big Chill']"
C0799,Kolkata,706.88,3,"['Spar', 'Amazon']"
C0800,Pune,4900.53,6,"['Spar', 'Flipkart']"
C0801,Mumbai,2447.82,6,"['H&M', 'Burger King']"
C0802,Hyderabad,3486.7,6,"['Big Chill', 'Max']"
C0803,Delhi,552.4,2,"['Flipkart', 'Burger King']"
C0804,Kolkata,4412.37,1,"['Burger King', 'Spar']"
C0805,Pune,1989.03,3,"['Amazon', 'Flipkart']"
C0806,Pune,2977.23,4,"['Big Chill', 'H&M']"
C0807,Mumbai,2565.93,5,"['Burger King', 'Reliance']"
C0808,Kolkata,2511.81,1,"['Burger King', 'Amazon']"
C0809,Mumbai,2315.48,1,"['Flipkart', 'Myntra']"
C0810,Delhi,4216.59,5,"['Myntra', 'Zara']"
C0811,Pune,3445.68,4,"['Spar', 'Myntra']"
C0812,Delhi,4174.65,4,"['Spar', 'Flipkart']"
C0813,Kolkata,3724.96,3,"['Burger King', 'Reliance']"
C0814,Mumbai,3916.94,2,"['Amazon', 'Spar']"
C0815,Hyderabad,4234.48,3,"['Flipkart', 'Myntra']"
C0816,Hyderabad,3659.43,1,"['Max', 'Burger King']"
C0817,Goa,4198.27,6,"['Big Chill', 'Reliance']"
C0818,Bengaluru,3248.83,2,"['Reliance', 'Big Chill']"
C0819,Pune,2556.71,2,"['Spar', 'Reliance']"
C0820,Chennai,709.25,6,"['Myntra', 'Reliance']"
C0821,Kolkata,2558.25,5,"['Flipkart', 'Max']"
C0822,Kolkata,519.52,6,"['Amazon', 'Flipkart']"
C0823,Chennai,4274.67,4,"['Flipkart', 'Max']"
C0824,Goa,3787.23,2,"['Reliance', 'Big Chill']"
C0825,Hyderabad,2768.5,4,"['Big Chill', 'H&M']"
C0826,Bengaluru,2290.41,3,"['Zara', 'Burger King']"
C0827,Goa,1121.81,5,"['Flipkart', 'Zara']"
C0828,Hyderabad,3703.43,5,"['H&M', 'Myntra']"
C0829,Pune,3308.75,3,"['Spar', 'Max']"
C0830,Goa,2767.52,6,"['Spar', 'Reliance']"
C0831,Hyderabad,3030.26,5,"['Myntra', 'Big Chill']"
C0832,Bengaluru,4448.65,4,"['Amazon', 'Flipkart']"
C0833,Mumbai,613.72,2,"['Amazon', 'Myntra']"
C0834,Pune,1701.4,2,"['Zara', 'Myntra']"
C0835,Goa,4277.22,6,"['Zara', 'H&M']"
C0836,Delhi,2114.07,4,"['Reliance', 'Flipkart']"
C0837,Pune,3840.86,5,"['Big Chill', 'H&M']"
C0838,Bengaluru,3618.21,1,"['Big Chill', 'Myntra']"
C0839,Chennai,4805.16,6,"['Spar', 'Flipkart']"
C0840,Delhi,558.34,3,"['H&M', 'Burger King']"
C0841,Pune,4601.69,6,"['Spar', 'Flipkart']"
C0842,Pune,3992.66,2,"['Zara', 'Burger King']"
C0843,Goa,4925.54,1,"['Max', 'Myntra']"
C0844,Mumbai,2197.39,4,"['Zara', 'Flipkart']"
C0845,Bengaluru,1085.3,5,"['Zara', 'Amazon']"
C0846,Hyderabad,2598.49,2,"['Amazon', 'Max']"
C0847,Hyderabad,3185.96,6,"['Myntra', 'Zara']"
C0848,Kolkata,4054.59,5,"['Spar', 'Reliance']"
C0849,Hyderabad,2864.28,2,"['Flipkart', 'Reliance']"
C0850,Goa,2371.69,5,"['Big Chill', 'Reliance']"
C0851,Hyderabad,1495.39,2,"['Spar', 'Myntra']"
C0852,Hyderabad,1821.08,5,"['Flipkart', 'Burger King']"
C0853,Delhi,1016.25,3,"['Burger King', 'H&M']"
C0854,Pune,4815.04,6,"['Spar', 'Big Chill']"
C0855,Mumbai,2236.44,5,"['Zara', 'Amazon']"
C0856,Hyderabad,2814.39,5,"['Burger King', 'Myntra']"
C0857,Delhi,1833.95,6,"['H&M', 'Spar']"
C0858,Mumbai,4766.95,2,"['Flipkart', 'Myntra']"
C0859,Delhi,3321.2,2,"['H&M', 'Big Chill']"
C0860,Mumbai,1425.11,6,"['Big Chill', 'Reliance']"
C0861,Goa,606.89,6,"['Spar', 'Amazon']"
C0862,Mumbai,829.62,2,"['Zara', 'Flipkart']"
C0863,Mumbai,3087.33,2,"['Zara', 'Big Chill']"
C0864,Chennai,2530.07,4,"['Big Chill', 'Spar']"
C0865,Delhi,2252.76,1,"['Flipkart', 'Amazon']"
C0866,Mumbai,3901.82,5,"['Amazon', 'Reliance']"
C0867,Hyderabad,4676.21,1,"['Zara', 'Myntra']"
C0868,Mumbai,1766.83,4,"['Big Chill', 'Myntra']"
C0869,Delhi,2632.94,5,"['H&M', 'Max']"
C0870,Chennai,4085.47,5,"['Zara', 'Max']"
C0871,Bengaluru,3547.8,6,"['Spar', 'Amazon']"
C0872,Goa,1054.56,1,"['Myntra', 'Big Chill']"
C0873,Mumbai,1871.11,6,"['Spar', 'H&M']"
C0874,Chennai,4575.33,5,"['Max', 'Myntra']"
C0875,Goa,1493.55,3,"['H&M', 'Reliance']"
