transaction_id,customer_id,amount,timestamp,location,merchant,merchant_category,fraud
T02192,C0220,2660.09,2026-08-02 13:42:00,Mumbai,Flipkart,E-commerce,0
T07232,C0724,2633.29,2026-08-02 13:42:00,Goa,,Restaurant,0
T06822,C0683,1755.46,2026-08-02 13:45:00,Delhi,H&M,Apparel,0
T06432,C0644,2467.4,2026-08-02 13:45:00,Kolkata,Max,Apparel,0
T08152,C0816,3429.23,2026-08-02 13:47:00,Hyderabad,Max,Apparel,0
T06932,C0694,1689.83,2026-08-02 13:47:00,,Amazon,E-commerce,0
T02092,C0210,2996.91,2026-08-02 13:47:00,Bengaluru,Myntra,E-commerce,0
T04082,C0409,6454.51,2026-08-02 13:48:00,Pune,Amazon,E-commerce,0
T09442,C0945,3828.07,2026-08-02 13:48:00,Bengaluru,Myntra,E-commerce,0
T08052,C0806,3926.44,2026-08-02 13:48:00,Pune,H&M,Apparel,0
T03252,C0326,1471.75,2026-08-02 13:50:00,Chennai,Myntra,E-commerce,0
T03122,C0313,5773.87,2026-08-02 13:51:00,,Flipkart,E-commerce,0
T09112,C0912,1344.91,2026-08-02 13:51:00,Pune,Burger King,Restaurant,0
T00722,C0073,1694.29,2026-08-02 13:52:00,Hyderabad,Spar,Grocery,0
T05632,C0564,1115.99,2026-08-02 13:53:00,Kolkata,H&M,Apparel,0
T03152,C0316,2326.65,2026-08-02 13:56:00,Hyderabad,Spar,Grocery,0
T01512,C0152,3273.91,2026-08-02 13:57:00,Chennai,Big Chill,Restaurant,0
T08902,C0891,5236.29,2026-08-02 13:58:00,Pune,Zara,Apparel,0
T01002,C0101,4681.99,2026-08-02 13:58:00,Goa,Myntra,E-commerce,0
T06762,C0677,3225.71,2026-08-02 13:59:00,Goa,Flipkart,E-commerce,0
T03402,C0341,4120.77,2026-08-02 13:59:00,Chennai,Burger King,Restaurant,0
T05162,C0517,3287.91,2026-08-02 14:02:00,Mumbai,Amazon,E-commerce,0
T02222,C0223,5114.02,2026-08-02 14:02:00,Bengaluru,Reliance,Retail,0
T05552,C0556,4990.18,2026-08-02 14:03:00,,Reliance,Retail,0
T09182,C0919,4559.5,2026-08-02 14:04:00,Delhi,Big Chill,Restaurant,0
T03102,C0311,598.86,2026-08-02 14:05:00,Bengaluru,Spar,Grocery,0
T02202,C0221,1308.21,2026-08-02 14:05:00,Hyderabad,Reliance,Retail,0
T07792,C0780,1748.03,2026-08-02 14:06:00,Goa,Flipkart,E-commerce,0
T00752,C0076,5149.36,2026-08-02 14:06:00,Goa,H&M,Apparel,0
T05882,C0589,1024.63,2026-08-02 14:06:00,Bengaluru,Max,Apparel,0
T07682,C0769,765.2,2026-08-02 14:07:00,Goa,Myntra,E-commerce,0
T01662,C0167,1051.3,2026-08-02 14:09:00,Delhi,Amazon,E-commerce,0
T08172,C0818,4637.64,2026-08-02 14:09:00,Bengaluru,Reliance,Retail,0
T06752,C0676,4011.46,2026-08-02 14:11:00,,,Restaurant,0
T07702,C0771,2516.27,2026-08-02 14:11:00,Chennai,Big Chill,Restaurant,0
T04642,C0465,3316.77,2026-08-02 14:11:00,Chennai,Myntra,E-commerce,0
T02142,C0215,4630.38,2026-08-02 14:11:00,Goa,Flipkart,E-commerce,0
T03942,C0395,6040.81,2026-08-02 14:12:00,Hyderabad,Max,Apparel,0
T01992,C0200,1575.86,2026-08-02 14:13:00,Pune,Reliance,Retail,0
T02302,C0231,1163.97,2026-08-02 14:13:00,Chennai,Reliance,Retail,0
T00772,C0078,5704.5,2026-08-02 14:13:00,,H&M,Apparel,0
T03092,C0310,2731.33,2026-08-02 14:14:00,Chennai,Spar,Grocery,0
T04512,C0452,861.3,2026-08-02 14:15:00,Chennai,Flipkart,E-commerce,0
T00972,C0098,3070.66,2026-08-02 14:15:00,Chennai,Max,Apparel,0
T00362,C0037,3158.61,2026-08-02 14:17:00,Delhi,H&M,Apparel,0
T02262,C0227,3899.25,2026-08-02 14:17:00,Goa,Burger King,Restaurant,0
T09352,C0936,1540.96,2026-08-02 14:17:00,Mumbai,Reliance,Retail,0
T02212,C0222,3426.27,2026-08-02 14:19:00,Hyderabad,Flipkart,E-commerce,0
T05522,C0553,4642.54,2026-08-02 14:19:00,Bengaluru,Zara,Apparel,0
T06222,C0623,1584.84,2026-08-02 14:20:00,Hyderabad,Reliance,Retail,0
T06852,C0686,3665.25,2026-08-02 14:25:00,Hyderabad,Myntra,E-commerce,0
T01042,C0105,1793.85,2026-08-02 14:26:00,Kolkata,Burger King,Restaurant,0
T01252,C0126,1922.58,2026-08-02 14:27:00,Mumbai,Reliance,Retail,0
T07982,C0799,752.87,2026-08-02 14:28:00,Kolkata,Spar,Grocery,0
T07322,C0733,2949.84,2026-08-02 14:29:00,Goa,Flipkart,E-commerce,0
T08702,C0871,4752.26,2026-08-02 14:29:00,Bengaluru,Spar,Grocery,0
T05382,C0539,739.11,2026-08-02 14:29:00,Chennai,Zara,Apparel,0
T05412,C0542,2997.98,2026-08-02 14:29:00,Bengaluru,Max,Apparel,0
T00262,C0027,1858.98,2026-08-02 14:30:00,Goa,Zara,Apparel,0
T02982,C0299,2107.78,2026-08-02 14:31:00,Mumbai,Max,Apparel,0
T08632,C0864,3746.57,2026-08-02 14:32:00,Chennai,Big Chill,Restaurant,0
T05952,C0596,4439.84,2026-08-02 14:33:00,,Reliance,Retail,0
T09792,C0980,1815.41,2026-08-02 14:34:00,Hyderabad,Myntra,E-commerce,0
T05692,C0570,2924.71,2026-08-02 14:35:00,Delhi,Reliance,Retail,0
T05272,C0528,4755.88,2026-08-02 14:35:00,Kolkata,Big Chill,Restaurant,0
T08512,C0852,2631.18,2026-08-02 14:37:00,Hyderabad,Burger King,Restaurant,0
T09602,C0961,4056.78,2026-08-02 14:37:00,Delhi,Amazon,E-commerce,0
T04972,C0498,3166.03,2026-08-02 14:38:00,Chennai,Amazon,E-commerce,0
T05252,C0526,1913.76,2026-08-02 14:40:00,Bengaluru,H&M,Apparel,0
T07532,C0754,1336.44,2026-08-02 14:40:00,,Spar,Grocery,0
T04072,C0408,3138.98,2026-08-02 14:41:00,Hyderabad,Zara,Apparel,0
T07872,C0788,380.78,2026-08-02 14:41:00,Kolkata,Zara,Apparel,0
T06282,C0629,1280.07,2026-08-02 14:42:00,Goa,Amazon,E-commerce,0
T04782,C0479,1402.79,2026-08-02 14:43:00,Kolkata,Burger King,Restaurant,0
T02712,C0272,633.87,2026-08-02 14:43:00,Goa,Spar,Grocery,0
T01592,C0160,1352.5,2026-08-02 14:45:00,Delhi,Burger King,Restaurant,0
T01012,C0102,5626.19,2026-08-02 14:45:00,Hyderabad,Flipkart,E-commerce,0
T05662,C0567,2228.35,2026-08-02 14:48:00,Mumbai,Spar,Grocery,0
T00872,C0088,1449.1,2026-08-02 14:48:00,Chennai,Zara,Apparel,0
T04172,C0418,3825.49,2026-08-02 14:49:00,Delhi,H&M,Apparel,0
T03562,C0357,2959.08,2026-08-02 14:49:00,Mumbai,Zara,Apparel,0
T02442,C0245,897.2,2026-08-02 14:50:00,Mumbai,Myntra,E-commerce,0
T03052,C0306,480.22,2026-08-02 14:50:00,,H&M,Apparel,0
T09342,C0935,1430.96,2026-08-02 14:50:00,Goa,Amazon,E-commerce,0
T06162,C0617,2099.41,2026-08-02 14:51:00,,Max,Apparel,0
T05722,C0573,3145.85,2026-08-02 14:52:00,Delhi,Flipkart,E-commerce,0
T05802,C0581,3139.2,2026-08-02 14:53:00,Hyderabad,Burger King,Restaurant,0
T05782,C0579,1827.27,2026-08-02 14:53:00,Chennai,Big Chill,Restaurant,0
T07562,C0757,5343.17,2026-08-02 14:54:00,Kolkata,Myntra,E-commerce,0
T02602,C0261,709.78,2026-08-02 14:54:00,Delhi,Myntra,E-commerce,0
T03532,C0354,1543.73,2026-08-02 14:55:00,Kolkata,Zara,Apparel,0
T05452,C0546,1820.67,2026-08-02 14:55:00,Hyderabad,Zara,Apparel,0
T05282,C0529,5215.23,2026-08-02 14:59:00,Bengaluru,Reliance,Retail,0
T06042,C0605,2247.38,2026-08-02 15:01:00,Mumbai,Reliance,Retail,0
T00092,C0010,3407.52,2026-08-02 15:01:00,Bengaluru,Spar,Grocery,0
T05932,C0594,1460.6,2026-08-02 15:03:00,Goa,Burger King,Restaurant,0
T02832,C0284,3602.29,2026-08-02 15:04:00,Hyderabad,Spar,Grocery,0
T06952,C0696,802.9,2026-08-02 15:05:00,Goa,Myntra,E-commerce,0
T06292,C0630,4888.75,2026-08-02 15:06:00,Mumbai,Zara,Apparel,0
T09362,C0937,2796.08,2026-08-02 15:08:00,Chennai,Flipkart,E-commerce,0
T00122,C0013,1463.72,2026-08-02 15:08:00,Hyderabad,Zara,Apparel,0
T06592,C0660,1518.69,2026-08-02 15:09:00,Hyderabad,H&M,Apparel,0
T06802,C0681,4892.61,2026-08-02 15:10:00,Pune,Zara,Apparel,0
T07842,C0785,835.82,2026-08-02 15:10:00,Delhi,Reliance,Retail,0
T01452,C0146,7139.01,2026-08-02 15:11:00,Bengaluru,H&M,Apparel,0
T07112,C0712,3680.37,2026-08-02 15:11:00,Pune,Max,Apparel,0
T03302,C0331,894.92,2026-08-02 15:12:00,Goa,Max,Apparel,0
T01972,C0198,5073.05,2026-08-02 15:12:00,Goa,Spar,Grocery,0
T07552,C0756,629.06,2026-08-02 15:13:00,Kolkata,Reliance,Retail,0
T02512,C0252,3975.74,2026-08-02 15:14:00,Mumbai,Max,Apparel,0
T06942,C0695,3687.23,2026-08-02 15:14:00,Chennai,Big Chill,Restaurant,0
T00862,C0087,3324.57,2026-08-02 15:14:00,Mumbai,Zara,Apparel,0
T07762,C0777,2785.07,2026-08-02 15:16:00,Chennai,Zara,Apparel,0
T09192,C0920,1742.07,2026-08-02 15:16:00,Chennai,Flipkart,E-commerce,0
T01062,C0107,799.32,2026-08-02 15:17:00,Mumbai,Reliance,Retail,0
T04272,C0428,864.73,2026-08-02 15:17:00,Bengaluru,Max,Apparel,0
T06532,C0654,6035.26,2026-08-02 15:17:00,Delhi,H&M,Apparel,0
T00342,C0035,4846.19,2026-08-02 15:17:00,Chennai,Burger King,Restaurant,0
T01372,C0138,5170.74,2026-08-02 15:17:00,Pune,Flipkart,E-commerce,0
T09652,C0966,1582.52,2026-08-02 15:17:00,Hyderabad,Max,Apparel,0
T09662,C0967,3255.37,2026-08-02 15:18:00,Mumbai,Amazon,E-commerce,0
T01552,C0156,3245.41,2026-08-02 15:18:00,,Flipkart,E-commerce,0
T03362,C0337,3410.43,2026-08-02 15:18:00,Delhi,Reliance,Retail,0
T05812,C0582,4600.28,2026-08-02 15:20:00,Hyderabad,Big Chill,Restaurant,0
T03012,C0302,1071.04,2026-08-02 15:21:00,Kolkata,Max,Apparel,0
T06622,C0663,1138.99,2026-08-02 15:25:00,Mumbai,Big Chill,Restaurant,0
T05612,C0562,1471.83,2026-08-02 15:25:00,Goa,Flipkart,E-commerce,0
T03872,C0388,5649.48,2026-08-02 15:26:00,Bengaluru,Spar,Grocery,0
T09172,C0918,1193.1,2026-08-02 15:26:00,Mumbai,Flipkart,E-commerce,0
T01122,C0113,1918.25,2026-08-02 15:27:00,Delhi,Max,Apparel,0
T03662,C0367,1464.89,2026-08-02 15:28:00,Goa,H&M,Apparel,0
T00062,C0007,788.94,2026-08-02 15:28:00,Mumbai,,E-commerce,0
T03902,C0391,5766.1,2026-08-02 15:29:00,Bengaluru,Amazon,E-commerce,0
T03612,C0362,6664.55,2026-08-02 15:29:00,Chennai,Flipkart,E-commerce,0
T07832,C0784,4291.85,2026-08-02 15:29:00,Pune,H&M,Apparel,0
T01192,C0120,7209.12,2026-08-02 15:30:00,Delhi,H&M,Apparel,0
T06342,C0635,4826.23,2026-08-02 15:31:00,Hyderabad,Spar,Grocery,0
T07652,C0766,3538.63,2026-08-02 15:31:00,,H&M,Apparel,0
T02942,C0295,486.35,2026-08-02 15:32:00,Hyderabad,Big Chill,Restaurant,0
T08102,C0811,3987.85,2026-08-02 15:32:00,Pune,Spar,Grocery,0
T04812,C0482,671.15,2026-08-02 15:33:00,Bengaluru,H&M,Apparel,0
T06002,C0601,1846.94,2026-08-02 15:34:00,Pune,H&M,Apparel,0
T02772,C0278,3693.16,2026-08-02 15:34:00,Chennai,Spar,Grocery,0
T03192,C0320,6033.35,2026-08-02 15:34:00,Pune,Myntra,E-commerce,0
T00082,C0009,6157.48,2026-08-02 15:35:00,Mumbai,Flipkart,E-commerce,0
T08232,C0824,5161.33,2026-08-02 15:35:00,Goa,Reliance,Retail,0
T00102,C0011,706.67,2026-08-02 15:35:00,Mumbai,Amazon,E-commerce,0
T05332,C0534,5833.7,2026-08-02 15:36:00,Chennai,Myntra,E-commerce,0
T03632,C0364,2506.98,2026-08-02 15:36:00,Hyderabad,Flipkart,E-commerce,0
T05832,C0584,1959.84,2026-08-02 15:37:00,Bengaluru,Burger King,Restaurant,0
T05512,C0552,1342.07,2026-08-02 15:37:00,Goa,Amazon,E-commerce,0
T02282,C0229,2814.89,2026-08-02 15:38:00,Pune,Reliance,Retail,0
T06612,C0662,2697.05,2026-08-02 15:39:00,Bengaluru,Amazon,E-commerce,0
T01812,C0182,2544.89,2026-08-02 15:39:00,Bengaluru,Burger King,Restaurant,0
T07342,C0735,2109.36,2026-08-02 15:41:00,Delhi,H&M,Apparel,0
T08072,C0808,1770.79,2026-08-02 15:41:00,Kolkata,Amazon,E-commerce,0
T02402,C0241,3325.95,2026-08-02 15:42:00,Mumbai,Spar,Grocery,0
T06672,C0668,4645.26,2026-08-02 15:42:00,Hyderabad,Reliance,Retail,0
T03132,C0314,5105.29,2026-08-02 15:43:00,Goa,H&M,Apparel,0
T00392,C0040,1820.49,2026-08-02 15:43:00,Pune,H&M,Apparel,0
T00512,C0052,1251.33,2026-08-02 15:43:00,Kolkata,Amazon,E-commerce,0
T09462,C0947,6494.63,2026-08-02 15:44:00,Kolkata,Zara,Apparel,0
T03682,C0369,1447.21,2026-08-02 15:44:00,Bengaluru,,Apparel,0
T04632,C0464,1433.47,2026-08-02 15:45:00,Chennai,Flipkart,E-commerce,0
T02352,C0236,5063.57,2026-08-02 15:46:00,Bengaluru,Flipkart,E-commerce,0
T08952,C0896,1071.71,2026-08-02 15:46:00,Pune,H&M,Apparel,0
T07482,C0749,3119.46,2026-08-02 15:50:00,Delhi,H&M,Apparel,0
T02522,C0253,4477.06,2026-08-02 15:52:00,Delhi,Big Chill,Restaurant,0
T09742,C0975,596.83,2026-08-02 15:52:00,Pune,Max,Apparel,0
T05012,C0502,945.66,2026-08-02 15:52:00,Bengaluru,Flipkart,E-commerce,0
T09562,C0957,6691.55,2026-08-02 15:53:00,Goa,H&M,Apparel,0
T01792,C0180,5548.84,2026-08-02 15:54:00,Pune,Burger King,Restaurant,0
T01292,C0130,4271.61,2026-08-02 15:55:00,Chennai,Burger King,Restaurant,0
T07402,C0741,2522.86,2026-08-02 15:56:00,Kolkata,Myntra,E-commerce,0
T04032,C0404,2341.66,2026-08-02 15:59:00,Chennai,Flipkart,E-commerce,0
T01242,C0125,3419.09,2026-08-02 16:01:00,Bengaluru,Big Chill,Restaurant,0
T09932,C0994,2303.31,2026-08-02 16:01:00,Mumbai,Reliance,Retail,0
T06312,C0632,1534.08,2026-08-02 16:02:00,Bengaluru,H&M,Apparel,0
T08972,C0898,2778.57,2026-08-02 16:03:00,Kolkata,Reliance,Retail,0
T05042,C0505,1130.75,2026-08-02 16:04:00,Bengaluru,Myntra,E-commerce,0
T05422,C0543,2557.74,2026-08-02 16:05:00,Hyderabad,Big Chill,Restaurant,0
T00272,C0028,1082.36,2026-08-02 16:06:00,Pune,Myntra,E-commerce,0
T01542,C0155,3172.09,2026-08-02 16:06:00,Chennai,Big Chill,Restaurant,0
T06422,C0643,5232.12,2026-08-02 16:08:00,Bengaluru,Myntra,E-commerce,0
T01872,C0188,1771.73,2026-08-02 16:08:00,Chennai,Spar,Grocery,0
T04722,C0473,1948.71,2026-08-02 16:10:00,Mumbai,Flipkart,E-commerce,0
T08742,C0875,902.42,2026-08-02 16:10:00,Goa,H&M,Apparel,0
T04122,C0413,3124.72,2026-08-02 16:11:00,Chennai,Amazon,E-commerce,0
T09902,C0991,2827.51,2026-08-02 16:12:00,,H&M,Apparel,0
T01342,C0135,399.94,2026-08-02 16:12:00,Hyderabad,Max,Apparel,0
T02812,C0282,4352.88,2026-08-02 16:13:00,Goa,Max,Apparel,0
T09092,C0910,1540.64,2026-08-02 16:14:00,Delhi,H&M,Apparel,0
T05502,C0551,1782.57,2026-08-02 16:15:00,Pune,Reliance,Retail,0
T04402,C0441,2455.58,2026-08-02 16:18:00,Mumbai,Reliance,Retail,0
T02642,C0265,707.65,2026-08-02 16:18:00,Delhi,Reliance,Retail,0
T07242,C0725,5123.89,2026-08-02 16:18:00,Bengaluru,Reliance,Retail,0
T02492,C0250,2379.76,2026-08-02 16:18:00,Chennai,Spar,Grocery,0
T01142,C0115,4489.51,2026-08-02 16:19:00,Chennai,Reliance,Retail,0
T05852,C0586,361.1,2026-08-02 16:21:00,Kolkata,Burger King,Restaurant,0
T05312,C0532,4106.33,2026-08-02 16:21:00,Bengaluru,Big Chill,Restaurant,0
T01702,C0171,2200.27,2026-08-02 16:22:00,Hyderabad,Spar,Grocery,0
T06142,C0615,508.53,2026-08-02 16:24:00,Pune,Burger King,Restaurant,0
T05032,C0504,2414.68,2026-08-02 16:25:00,Goa,Reliance,Retail,0
T01712,C0172,3629.88,2026-08-02 16:25:00,Chennai,Flipkart,E-commerce,0
T06632,C0664,1975.18,2026-08-02 16:26:00,Pune,Amazon,E-commerce,0
T00592,C0060,4743.37,2026-08-02 16:27:00,Hyderabad,Burger King,Restaurant,0
T09772,C0978,2282.96,2026-08-02 16:27:00,Delhi,Amazon,E-commerce,0
T04142,C0415,2319.76,2026-08-02 16:27:00,Bengaluru,Flipkart,E-commerce,0
T03652,C0366,3519.66,2026-08-02 16:29:00,Goa,Flipkart,E-commerce,0
T01442,C0145,5194.58,2026-08-02 16:29:00,Pune,Flipkart,E-commerce,0
T05582,C0559,1212.5,2026-08-02 16:30:00,Chennai,Max,Apparel,0
T01982,C0199,1099.95,2026-08-02 16:30:00,Delhi,Max,Apparel,0
T09522,C0953,5485.29,2026-08-02 16:30:00,Pune,Flipkart,E-commerce,0
T08532,C0854,6676.61,2026-08-02 16:32:00,Pune,Spar,Grocery,0
T01582,C0159,3624.88,2026-08-02 16:34:00,Chennai,Burger King,Restaurant,0
T09952,C0996,1283.99,2026-08-02 16:34:00,Goa,Amazon,E-commerce,0
T09782,C0979,4116.67,2026-08-02 16:34:00,Pune,Spar,Grocery,0
T09042,C0905,811.57,2026-08-02 16:35:00,Goa,Amazon,E-commerce,0
T08542,C0855,3085.59,2026-08-02 16:36:00,Mumbai,Myntra,E-commerce,0
T06602,C0661,5536.5,2026-08-02 16:36:00,Kolkata,H&M,Apparel,0
T08682,C0869,1400.01,2026-08-02 16:37:00,Delhi,H&M,Apparel,0
T00692,C0070,1768.02,2026-08-02 16:38:00,Chennai,Reliance,Retail,0
T09502,C0951,5118.72,2026-08-02 16:39:00,Pune,Burger King,Restaurant,0
T00372,C0038,1093.95,2026-08-02 16:41:00,Delhi,H&M,Apparel,0
T09852,C0986,4274.65,2026-08-02 16:41:00,Chennai,Reliance,Retail,0
T07822,C0783,2255.21,2026-08-02 16:42:00,Chennai,Zara,Apparel,0
T01952,C0196,1002.73,2026-08-02 16:43:00,Mumbai,Zara,Apparel,0
T01572,C0158,822.53,2026-08-02 16:43:00,Pune,Amazon,E-commerce,0
T04672,C0468,1813.39,2026-08-02 16:43:00,Pune,Amazon,E-commerce,0
T02432,C0244,3680.52,2026-08-02 16:44:00,Mumbai,Myntra,E-commerce,0
T05592,C0560,3926.13,2026-08-02 16:48:00,Goa,Spar,Grocery,0
T08042,C0805,2521.65,2026-08-02 16:49:00,Pune,Max,Apparel,0
T08802,C0881,2356.81,2026-08-02 16:49:00,Kolkata,Zara,Apparel,0
T08442,C0845,863.56,2026-08-02 16:51:00,Bengaluru,Zara,Apparel,0
T08912,C0892,1435.68,2026-08-02 16:54:00,Kolkata,,E-commerce,0
T00672,C0068,6212.81,2026-08-02 16:55:00,Chennai,Amazon,E-commerce,0
T04252,C0426,1288.81,2026-08-02 16:55:00,Hyderabad,Flipkart,E-commerce,0
T07182,C0719,2836.71,2026-08-02 16:55:00,Hyderabad,Big Chill,Restaurant,0
T02362,C0237,4408.67,2026-08-02 16:56:00,Bengaluru,Spar,Grocery,0
T08202,C0821,2912.86,2026-08-02 16:57:00,Kolkata,Flipkart,E-commerce,0
T03482,C0349,3552.11,2026-08-02 16:57:00,,Myntra,E-commerce,0
T09962,C0997,2864.2,2026-08-02 16:58:00,,Flipkart,E-commerce,0
T08242,C0825,3496.06,2026-08-02 16:59:00,Hyderabad,Max,Apparel,0
T06302,C0631,1765.16,2026-08-02 16:59:00,Mumbai,Spar,Grocery,0
T00292,C0030,2767.0,2026-08-02 16:59:00,Hyderabad,Spar,Grocery,0
T05342,C0535,3640.34,2026-08-02 17:00:00,Chennai,Big Chill,Restaurant,0
T04042,C0405,4690.94,2026-08-02 17:01:00,Delhi,Flipkart,E-commerce,0
T03592,C0360,2932.31,2026-08-02 17:01:00,Hyderabad,Burger King,Restaurant,0
T09312,C0932,2251.25,2026-08-02 17:01:00,Kolkata,H&M,Apparel,0
T02022,C0203,2263.02,2026-08-02 17:03:00,Bengaluru,Myntra,E-commerce,0
T02692,C0270,1146.0,2026-08-02 17:03:00,Delhi,Max,Apparel,0
T08672,C0868,2386.58,2026-08-02 17:03:00,Mumbai,Big Chill,Restaurant,0
T02682,C0269,844.75,2026-08-02 17:04:00,Bengaluru,Amazon,E-commerce,0
T07582,C0759,3033.19,2026-08-02 17:04:00,Hyderabad,Burger King,Restaurant,0
T06082,C0609,715.69,2026-08-02 17:05:00,Pune,Reliance,Retail,0
T05182,C0519,3700.37,2026-08-02 17:05:00,Goa,Max,Apparel,0
T05922,C0593,313.58,2026-08-02 17:05:00,Delhi,Flipkart,E-commerce,0
T03462,C0347,2608.6,2026-08-02 17:07:00,Goa,Amazon,E-commerce,0
T08522,C0853,1430.5,2026-08-02 17:07:00,Delhi,Burger King,Restaurant,0
T04482,C0449,2148.91,2026-08-02 17:08:00,Mumbai,Reliance,Retail,0
T00582,C0059,3201.97,2026-08-02 17:08:00,Bengaluru,Zara,Apparel,0
T04852,C0486,669.9,2026-08-02 17:11:00,Kolkata,Amazon,E-commerce,0
T08272,C0828,2053.77,2026-08-02 17:13:00,Hyderabad,Myntra,E-commerce,0
T04522,C0453,1273.62,2026-08-02 17:13:00,Hyderabad,Big Chill,Restaurant,0
T03912,C0392,2975.37,2026-08-02 17:14:00,Goa,Spar,Grocery,0
T02122,C0213,785.44,2026-08-02 17:15:00,Kolkata,H&M,Apparel,0
T04232,C0424,4027.67,2026-08-02 17:16:00,Delhi,Max,Apparel,0
T01602,C0161,5108.01,2026-08-02 17:17:00,Mumbai,H&M,Apparel,0
T02292,C0230,3160.27,2026-08-02 17:17:00,Hyderabad,Reliance,Retail,0
T07622,C0763,4785.37,2026-08-02 17:20:00,Kolkata,Big Chill,Restaurant,0
T09332,C0934,2653.56,2026-08-02 17:21:00,Goa,Amazon,E-commerce,0
T00762,C0077,1179.32,2026-08-02 17:21:00,Bengaluru,Reliance,Retail,0
T06492,C0650,5407.2,2026-08-02 17:24:00,Pune,Flipkart,E-commerce,0
T01182,C0119,3586.28,2026-08-02 17:31:00,Bengaluru,Flipkart,E-commerce,0
T05262,C0527,1676.07,2026-08-02 17:31:00,Hyderabad,Zara,Apparel,0
T04492,C0450,1206.43,2026-08-02 17:32:00,Delhi,Max,Apparel,0
T03522,C0353,3656.32,2026-08-02 17:34:00,Chennai,Myntra,E-commerce,0
T03742,C0375,949.1,2026-08-02 17:35:00,Kolkata,Zara,Apparel,0
T01152,C0116,649.77,2026-08-02 17:36:00,Chennai,Amazon,E-commerce,0
T08792,C0880,1715.53,2026-08-02 17:36:00,Bengaluru,Burger King,Restaurant,0
T03952,C0396,1040.19,2026-08-02 17:37:00,Goa,Max,Apparel,0
T06442,C0645,738.32,2026-08-02 17:37:00,Mumbai,Myntra,E-commerce,0
T09722,C0973,1614.73,2026-08-02 17:39:00,Goa,H&M,Apparel,0
T04132,C0414,3034.81,2026-08-02 17:39:00,Bengaluru,Burger King,Restaurant,0
T07522,C0753,5934.92,2026-08-02 17:39:00,Goa,Reliance,Retail,0
T01422,C0143,1251.65,2026-08-02 17:41:00,Bengaluru,Zara,Apparel,0
T09272,C0928,6537.01,2026-08-02 17:41:00,Bengaluru,H&M,Apparel,0
T09922,C0993,340.34,2026-08-02 17:42:00,Delhi,Flipkart,E-commerce,0
T02872,C0288,2845.66,2026-08-02 17:43:00,Mumbai,Burger King,Restaurant,0
T03982,C0399,2563.99,2026-08-02 17:44:00,,Zara,Apparel,0
T03442,C0345,3366.92,2026-08-02 17:44:00,Bengaluru,Big Chill,Restaurant,0
T04432,C0444,3575.89,2026-08-02 17:47:00,Pune,Flipkart,E-commerce,0
T04702,C0471,5179.61,2026-08-02 17:49:00,Mumbai,Flipkart,E-commerce,0
T04282,C0429,4586.38,2026-08-02 17:50:00,Kolkata,Amazon,E-commerce,0
T06662,C0667,851.06,2026-08-02 17:51:00,Pune,Burger King,Restaurant,0
T08832,C0884,1523.89,2026-08-02 17:53:00,Hyderabad,Spar,Grocery,0
T03512,C0352,6686.63,2026-08-02 17:55:00,Pune,Burger King,Restaurant,0
T02502,C0251,417.33,2026-08-02 17:56:00,Kolkata,Big Chill,Restaurant,0
T07472,C0748,2337.61,2026-08-02 17:57:00,Bengaluru,H&M,Apparel,0
T03752,C0376,839.43,2026-08-02 17:59:00,Kolkata,Max,Apparel,0
T08592,C0860,1776.54,2026-08-02 17:59:00,Mumbai,Big Chill,Restaurant,0
T08062,C0807,2571.06,2026-08-02 17:59:00,Mumbai,Burger King,Restaurant,0
T05152,C0516,975.55,2026-08-02 18:00:00,Chennai,,E-commerce,0
T09012,C0902,2903.28,2026-08-02 18:01:00,Hyderabad,Myntra,E-commerce,0
T05052,C0506,1459.56,2026-08-02 18:01:00,Hyderabad,Reliance,Retail,0
T01232,C0124,6150.27,2026-08-02 18:03:00,Goa,Myntra,E-commerce,0
T03672,C0368,6384.22,2026-08-02 18:04:00,Hyderabad,,Retail,0
T09062,C0907,1867.23,2026-08-02 18:05:00,Kolkata,Max,Apparel,0
T01282,C0129,633.18,2026-08-02 18:07:00,Hyderabad,Burger King,Restaurant,0
T02232,C0224,1732.65,2026-08-02 18:09:00,Delhi,Reliance,Retail,0
T03892,C0390,561.22,2026-08-02 18:09:00,Bengaluru,Burger King,Restaurant,0
T00232,C0024,5089.57,2026-08-02 18:11:00,Bengaluru,Reliance,Retail,0
T03022,C0303,3564.43,2026-08-02 18:12:00,Bengaluru,Flipkart,E-commerce,0
T05172,C0518,1361.44,2026-08-02 18:12:00,Bengaluru,H&M,Apparel,0
T09942,C0995,1229.71,2026-08-02 18:13:00,Bengaluru,Zara,Apparel,0
T09882,C0989,2087.69,2026-08-02 18:13:00,Kolkata,Myntra,E-commerce,0
T09302,C0931,5984.28,2026-08-02 18:16:00,Goa,Spar,Grocery,0
T04882,C0489,626.04,2026-08-02 18:16:00,Goa,Spar,Grocery,0
T02162,C0217,3676.8,2026-08-02 18:18:00,Hyderabad,Max,Apparel,0
T00022,C0003,625.55,2026-08-02 18:19:00,Chennai,Max,Apparel,0
T07972,C0798,1951.0,2026-08-02 18:21:00,Goa,Amazon,E-commerce,0
T07952,C0796,3966.16,2026-08-02 18:21:00,Chennai,Myntra,E-commerce,0
T02032,C0204,2218.37,2026-08-02 18:22:00,Bengaluru,Burger King,Restaurant,0
